frame,x,y,photons,sx,sy,bg,lpx,lpy,net_gradient,likelihood,iterations
0,93.99989,213.99994,1.0,1.1723523,1.1723523,0.01,1.6378505,1.6378508,1.6778991,-1.1851496,1
0,93.9999,326.0,1.0,1.0741827,1.0741827,0.01,1.440518,1.4405184,3.0445251,-1.2105047,1
0,93.99994,149.00002,1.0,0.82858723,0.82858723,0.01,1.051034,1.0510343,2.4105585,-1.2449038,1
0,94.0,337.99985,1.0,1.0425783,1.0425783,0.01,1.3828261,1.3828261,2.645092,-1.2172933,1
0,94.0002,17.000074,1.0,1.0740569,1.0740569,0.01,1.4402831,1.4402831,2.722135,-1.2105331,1
0,94.00029,60.99969,1.4642639,1.1874715,1.1874715,0.01,1.3223163,1.3223163,2.6170182,-1.6128131,1
0,94.00037,226.00014,1.3352356,1.2075443,1.2075443,0.01,1.4353641,1.4353642,2.3749464,-1.4846003,1
0,94.99973,94.999695,1.5354233,1.2232267,1.2232267,0.01,1.3472682,1.3472686,2.5988426,-1.6621709,1
0,94.99976,293.0002,1.085495,1.0798333,1.0798333,0.01,1.3789512,1.3789507,2.4091835,-1.2912258,1
0,94.99979,206.00014,1.1272964,1.2027143,1.2027143,0.01,1.5821015,1.5821016,2.6056547,-1.2940063,1
0,94.99995,260.99954,1.4002533,1.1977414,1.1977414,0.01,1.3767964,1.3767964,2.4020033,-1.548917,1
0,95.00008,125.9999,1.0,1.1940913,1.1940913,0.01,1.6855465,1.685547,2.5096078,-1.1787333,1
0,95.000145,283.99982,1.0,1.1486781,1.1486781,0.01,1.5876136,1.5876135,2.371655,-1.1918231,1
0,95.000206,306.00024,1.0,1.163148,1.163148,0.01,1.6181107,1.6181105,2.583723,-1.187784,1
0,95.00021,29.00031,1.3024597,1.1761246,1.1761246,0.01,1.3981608,1.3981609,2.4882307,-1.4665698,1
0,95.00028,41.999825,1.3365936,1.2225646,1.2225646,0.01,1.4632055,1.4632055,2.54924,-1.479582,1
0,95.00038,116.00006,1.2341766,1.1494515,1.1494515,0.01,1.3951623,1.3951621,2.6104767,-1.4121137,1
0,95.99975,316.00034,1.2424927,1.1396444,1.1396444,0.01,1.3717537,1.3717539,2.4400182,-1.4232608,1
