frame,x,y,photons,sx,sy,bg,lpx,lpy,net_gradient,likelihood,iterations
0,95.999985,50.999664,1.2165756,1.0741098,1.0741098,0.01,1.2761714,1.2761716,3.141315,-1.4185466,1
0,101.999916,216.0001,1.0,1.1105745,1.1105745,0.01,1.5103548,1.5103549,2.5616045,-1.2018343,1
0,101.999954,107.00019,1.0,1.2038876,1.2038876,0.01,1.7075413,1.7075415,2.4772067,-1.1757557,1
0,102.00006,52.999924,1.0924072,1.1109432,1.1109432,0.01,1.4301832,1.4301832,2.1825328,-1.2896898,1
0,102.99978,194.00008,1.0,1.1371171,1.1371171,0.01,1.5637116,1.5637116,2.476819,-1.194958,1
0,103.999664,327.0,1.0802231,1.0521649,1.0521649,0.01,1.3345329,1.3345327,3.627697,-1.2927483,1
0,103.99976,304.00037,1.4448166,1.1883811,1.1883811,0.01,1.3345604,1.3345604,2.5077276,-1.5943218,1
0,103.9998,148.99994,1.0,1.1443104,1.1443104,0.01,1.5785356,1.5785353,2.6634557,-1.1930172,1
0,103.999855,182.0,1.0,1.0832374,1.0832374,0.01,1.4575458,1.4575456,2.5084672,-1.2084315,1
0,103.99992,38.00009,1.0,1.0982457,1.0982457,0.01,1.4862748,1.4862746,2.863316,-1.2048717,1
0,104.000084,314.99997,1.0,0.96981084,0.96981084,0.01,1.2595608,1.2595603,2.3592231,-1.2302139,1
0,104.99976,26.999897,1.0776367,1.2351294,1.2351294,0.01,1.6983758,1.6983759,1.9865108,-1.2370309,1
0,105.000275,205.00002,1.0,1.16035,1.16035,0.01,1.6121626,1.6121626,2.672171,-1.1885749,1
0,105.00032,295.0,1.1438293,1.1583246,1.1583246,0.01,1.4789184,1.4789184,2.6353495,-1.324221,1
0,105.99945,272.00064,2.4022903,1.0413959,1.0413959,0.01,0.8200124,0.82001245,3.4079318,-2.5742967,1
0,105.99982,72.00013,1.0567474,1.178138,1.178138,0.01,1.594367,1.5943673,2.5265183,-1.2364402,1
0,105.99984,161.99983,1.0,1.1079873,1.1079873,0.01,1.5052654,1.5052657,2.5852413,-1.2024801,1
0,105.99985,228.99997,1.0,1.0146605,1.0146605,0.01,1.3340223,1.3340222,2.894033,-1.2227004,1
0,105.999855,129.00017,1.0,1.1827412,1.1827412,0.01,1.6604546,1.6604548,2.2696261,-1.1821169,1
0,105.99988,249.9999,1.0,1.1847292,1.1847292,0.01,1.6648196,1.6648191,2.2414668,-1.1815294,1
0,105.9999,262.00003,1.0,0.9422162,0.9422162,0.01,1.2159716,1.2159714,2.7747812,-1.2341226,1
0,106.00002,83.99991,1.0,1.1495961,1.1495961,0.01,1.589529,1.5895294,1.4876218,-1.1915706,1
0,106.00006,336.99994,1.0,0.96639305,0.96639305,0.01,1.2540739,1.2540739,2.5368972,-1.2307272,1
0,106.00008,95.9999,1.236206,1.1513084,1.1513084,0.01,1.3971529,1.3971529,4.472973,-1.4133915,1
0,106.00014,19.99996,1.0,0.9435991,0.9435991,0.01,1.2181183,1.2181184,2.1463237,-1.2339395,1
0,106.00015,141.00014,1.0007019,1.153389,1.153389,0.01,1.5967679,1.5967683,2.369567,-1.1911823,1
0,106.0002,172.00002,1.0,1.1091785,1.1091785,0.01,1.5076064,1.5076063,2.5220268,-1.2021834,1
0,106.999916,61.99968,1.2393188,1.2093337,1.2093337,0.01,1.5055938,1.5055939,2.162507,-1.3952273,1
0,107.000015,283.00018,1.0,1.1595753,1.1595753,0.01,1.6105201,1.6105205,2.5480711,-1.1887931,1
0,108.99979,238.99986,1.0695419,1.1687095,1.1687095,0.01,1.5629319,1.5629323,2.5004487,-1.2513032,1
0,112.00004,61.999706,1.0,1.0698591,1.0698591,0.01,1.4324671,1.4324669,1.6908247,-1.2114747,1
0,112.00029,118.00009,1.0833206,1.1405197,1.1405197,0.01,1.494222,1.4942223,2.4317572,-1.2727023,1
0,112.99964,147.99992,1.2708206,1.2003416,1.2003416,0.01,1.4651973,1.4651971,2.7083387,-1.4278469,1
0,114.999855,194.00005,1.0,1.0565276,1.0565276,0.01,1.4079616,1.4079612,2.4580913,-1.2143835,1
0,114.999855,326.00003,1.0,1.1208637,1.1208637,0.01,1.5307903,1.5307901,2.3254821,-1.1992227,1
0,114.99989,170.99994,1.0,1.0070995,1.0070995,0.01,1.3211374,1.3211378,1.6335682,-1.2240684,1
0,114.99998,258.99985,1.0,1.0624024,1.0624024,0.01,1.4187013,1.4187013,2.112618,-1.213117,1
0,115.00004,50.999977,1.0,1.0253831,1.0253831,0.01,1.352535,1.3525348,1.3629899,-1.2206897,1
0,115.00004,292.9998,1.0,1.0969262,1.0969262,0.01,1.4837234,1.483723,2.3716075,-1.2051908,1
0,115.00014,17.999931,1.01577,1.1378204,1.1378204,0.01,1.5498937,1.5498939,2.684679,-1.2096686,1
0,115.999535,269.00006,1.2518082,1.1018364,1.1018364,0.01,1.299956,1.2999558,2.7066457,-1.4442219,1
0,115.99962,227.99997,1.2758026,1.1599805,1.1599805,0.01,1.3861943,1.3861942,3.0643697,-1.4475691,1
0,115.99974,314.99982,1.2272263,1.1904389,1.1904389,0.01,1.4773831,1.4773834,2.523138,-1.3911119,1
0,115.999756,138.00012,1.0,1.1180292,1.1180292,0.01,1.5251298,1.52513,2.6301599,-1.199949,1
0,115.99982,216.00003,1.0,1.1412313,1.1412313,0.01,1.5721709,1.5721707,2.3736534,-1.193852,1
0,115.99996,158.99979,1.0,1.1965216,1.1965216,0.01,1.6909739,1.690974,2.3803635,-1.1779996,1
0,116.000046,95.99973,1.0092316,1.1516502,1.1516502,0.01,1.5846702,1.5846702,2.5909693,-1.1996908,1
0,116.00012,105.00031,1.0,1.1109275,1.1109275,0.01,1.5110509,1.5110508,2.399853,-1.2017459,1
0,116.99995,38.999954,1.0,1.0398679,1.0398679,0.01,1.3780015,1.3780013,2.481975,-1.2178427,1
0,117.0,74.000015,1.0,0.9576823,0.9576823,0.01,1.2402039,1.240204,2.250255,-1.2319981,1
0,117.00007,237.99973,1.0,1.1261698,1.1261698,0.01,1.5414512,1.5414507,2.530026,-1.197849,1
0,117.00023,335.00043,1.8868942,1.295013,1.295013,0.01,1.3118585,1.311859,2.7574077,-1.9402292,1
0,117.99985,30.000034,1.0,1.098613,1.098613,0.01,1.4869856,1.4869858,2.7634263,-1.2047827,1
0,118.00001,126.99996,1.0,1.0404832,1.0404832,0.01,1.3790953,1.3790952,2.6102653,-1.2177184,1
0,118.00014,181.00003,1.0,1.1283334,1.1283334,0.01,1.5458221,1.5458221,2.4016228,-1.1972837,1
0,118.00017,84.999985,1.0,1.1132714,1.1132714,0.01,1.5156813,1.5156813,2.9269917,-1.2011565,1
0,119.00003,282.00018,1.0,1.1682954,1.1682954,0.01,1.6291168,1.6291169,2.5224245,-1.1863168,1
0,119.00006,250.0002,1.0206604,1.1821113,1.1821113,0.01,1.6379288,1.6379291,2.1907852,-1.2015642,1
0,119.00011,302.99997,1.0409851,1.202034,1.202034,0.01,1.660993,1.6609927,2.9508636,-1.2142887,1
0,120.99991,205.0005,2.0642471,1.1557487,1.1557487,0.01,1.0365402,1.0365404,5.252119,-2.1901143,1
0,124.99981,237.9998,1.1614075,1.1444854,1.1444854,0.01,1.4387589,1.4387589,2.5161734,-1.3451719,1
0,125.99973,116.00024,1.377449,1.1667955,1.1667955,0.01,1.3351238,1.3351237,2.6984959,-1.5403199,1
0,125.99979,315.9999,1.0275803,1.1285098,1.1285098,0.01,1.5200913,1.5200915,2.6616516,-1.2233626,1
0,125.99982,39.00028,1.3041916,1.0973607,1.0973607,0.01,1.2606474,1.2606469,2.809432,-1.4956149,1
0,125.99985,62.999855,1.0984039,1.138345,1.138345,0.01,1.4772545,1.4772545,2.7413123,-1.2875842,1
0,125.999855,156.00008,1.0,1.1384408,1.1384408,0.01,1.5664276,1.5664275,2.1004837,-1.1946033,1
0,125.99995,270.00015,1.0,1.1864592,1.1864592,0.01,1.6686282,1.6686282,2.5102777,-1.1810164,1
0,125.99996,192.99991,1.0,1.0946095,1.0946095,0.01,1.4792558,1.4792557,2.1308868,-1.2057482,1
0,125.99998,184.9997,1.0,1.1285754,1.1285754,0.01,1.5463119,1.546312,2.2225792,-1.1972203,1
0,126.00003,228.0002,1.0,1.1071376,1.1071376,0.01,1.503598,1.503598,2.4461503,-1.2026912,1
0,126.00007,248.00008,1.0,1.1023638,1.1023638,0.01,1.494269,1.4942691,2.1050427,-1.2038684,1
0,126.9999,83.0003,1.2090073,1.2003807,1.2003807,0.01,1.5106573,1.5106573,2.6562834,-1.3705415,1
0,127.00009,15.999876,1.0,1.1927894,1.1927894,0.01,1.6826473,1.6826473,2.2514687,-1.1791251,1
0,127.00029,52.99975,1.6674957,1.1666472,1.1666472,0.01,1.19096,1.1909599,3.0000591,-1.8120906,1
0,127.00036,337.00012,1.2460022,1.1771214,1.1771214,0.01,1.4383063,1.4383062,2.5577936,-1.4134734,1
0,127.99955,283.00037,2.4555283,1.2674035,1.2674035,0.01,1.0867763,1.0867761,4.377023,-2.472892,1
0,127.99977,125.99982,1.1199188,1.1169641,1.1169641,0.01,1.4194461,1.4194465,2.715619,-1.31417,1
0,127.99983,136.99988,1.0,1.1564133,1.1564133,0.01,1.6038356,1.6038352,2.509583,-1.1896797,1
0,127.999855,260.99985,1.0,1.1628304,1.1628304,0.01,1.617434,1.617434,2.3103802,-1.1878741,1
0,127.99991,305.00006,1.0,0.9987219,0.9987219,0.01,1.307022,1.3070221,3.2295322,-1.2255362,1
0,127.99997,174.00008,1.0,1.1201589,1.1201589,0.01,1.5293808,1.5293809,2.6013596,-1.1994038,1
0,127.99998,29.999805,1.0,1.1679564,1.1679564,0.01,1.6283896,1.6283895,2.060062,-1.186414,1
0,127.99998,213.99985,1.0,1.1607524,1.1607524,0.01,1.6130165,1.6130165,2.6198232,-1.1884614,1
0,127.999985,107.00012,1.0,1.1710274,1.1710274,0.01,1.6349928,1.6349932,1.996637,-1.1855319,1
0,128.00017,92.99969,1.3820038,1.2140137,1.2140137,0.01,1.4178169,1.4178169,2.53373,-1.5250695,1
0,128.00021,149.00009,1.0,1.1550571,1.1550571,0.01,1.600978,1.6009781,1.9701638,-1.1900581,1
0,128.99995,294.99997,1.0,1.0568398,1.0568398,0.01,1.4085298,1.4085298,3.1065536,-1.2143168,1
0,129.99968,324.00024,1.4639435,1.2395782,1.2395782,0.01,1.4165305,1.4165306,2.6766245,-1.5887489,1
0,131.00032,73.00004,1.1688919,1.1916575,1.1916575,0.01,1.5246842,1.5246841,2.1840491,-1.336444,1
0,136.99965,207.00017,1.140892,1.1687269,1.1687269,0.01,1.5016384,1.5016384,2.4356372,-1.3180953,1
0,136.99968,171.99982,1.0669556,1.1393338,1.1393338,0.01,1.5060775,1.5060776,2.6775923,-1.2575938,1
0,137.00015,19.000051,1.0,0.99977976,0.99977976,0.01,1.3087953,1.3087955,2.3412817,-1.2253537,1
0,137.99963,293.9996,1.6593094,1.2581059,1.2581059,0.01,1.347258,1.3472584,2.8170135,-1.7572851,1
0,137.99979,49.000015,1.0,1.1503247,1.1503247,0.01,1.5910512,1.5910512,2.3375535,-1.1913699,1
0,137.99988,216.00018,1.0,1.078963,1.078963,0.01,1.4494793,1.4494796,2.9409397,-1.2094171,1
0,137.9999,126.999794,1.0619354,1.1536552,1.1536552,0.01,1.5391349,1.5391347,2.8033512,-1.2486953,1
0,137.9999,227.00005,1.0,1.0696486,1.0696486,0.01,1.4320765,1.4320766,2.1345177,-1.2115215,1
0,137.9999,305.0002,1.0,1.1773818,1.1773818,0.01,1.6487504,1.6487498,2.6914666,-1.1836891,1
0,137.99992,116.99972,1.0504379,1.1665939,1.1665939,0.01,1.5761881,1.576188,2.1188262,-1.2340541,1
0,138.00009,70.99994,1.0,1.186932,1.186932,0.01,1.6696707,1.6696708,2.4809196,-1.180876,1
0,138.0001,105.9999,1.0,1.0966096,1.0966096,0.01,1.483112,1.4831116,2.6322012,-1.2052672,1
0,138.00017,39.999966,1.0,1.0366297,1.0366297,0.01,1.3722618,1.3722619,2.8638024,-1.2184922,1
0,138.0002,160.9999,1.0,1.1692607,1.1692607,0.01,1.6311905,1.6311905,2.1316,-1.18604,1
0,138.99974,339.0002,1.0560532,1.1586722,1.1586722,0.01,1.5546793,1.5546792,2.279143,-1.2416835,1
0,138.9998,195.00008,1.0,1.2021112,1.2021112,0.01,1.7035297,1.7035298,2.425232,-1.1762996,1
0,138.99985,136.99985,1.0845261,1.1224698,1.1224698,0.01,1.4583682,1.4583681,2.963463,-1.2790079,1
0,139.00003,29.999975,1.0,1.1482011,1.1482011,0.01,1.5866193,1.5866195,1.2918998,-1.1919541,1
0,139.00023,238.99959,1.460907,1.1918209,1.1918209,0.01,1.3317269,1.3317271,2.2264776,-1.6077902,1
0,139.99966,258.9998,1.4746246,1.2148412,1.2148412,0.01,1.3650357,1.3650358,2.133506,-1.6101427,1
0,139.99977,184.00003,1.0,1.1774331,1.1774331,0.01,1.648862,1.6488625,2.2012322,-1.1836741,1
0,140.00003,150.00021,1.0,1.1474164,1.1474164,0.01,1.5849849,1.5849855,2.4181209,-1.1921693,1
0,140.00005,61.00015,1.0,1.0229832,1.0229832,0.01,1.348367,1.3483666,2.7863493,-1.2211468,1
0,140.00023,83.99978,1.2177277,1.2180961,1.2180961,0.01,1.5396158,1.5396156,2.2559366,-1.3719481,1
0,140.99997,326.00024,1.0,1.1208844,1.1208844,0.01,1.5308322,1.5308322,2.749572,-1.1992173,1
0,140.99998,315.00003,1.0,1.0674825,1.0674825,0.01,1.4280634,1.4280633,2.9070864,-1.2120023,1
0,141.00006,282.00006,1.0,1.2275978,1.2275978,0.01,1.7620938,1.7620946,0.61767185,-1.1683381,1
0,141.00012,268.99966,1.2800369,1.2124172,1.2124172,0.01,1.4821823,1.4821821,2.6418433,-1.4316291,1
0,141.00027,92.9998,1.3174286,1.1724793,1.1724793,0.01,1.3818655,1.3818653,2.5996158,-1.4819444,1
0,141.00053,247.99976,1.7492981,1.2111893,1.2111893,0.01,1.2275032,1.227503,2.3426533,-1.8654816,1
0,146.99998,216.99994,1.0,1.1287718,1.1287718,0.01,1.5467094,1.546709,3.1833646,-1.1971688,1
0,147.00027,118.00015,1.1807098,1.1794132,1.1794132,0.01,1.4910347,1.4910349,2.5118604,-1.3517146,1
0,147.99971,296.00012,1.3788681,1.1768854,1.1768854,0.01,1.352064,1.3520643,2.9521976,-1.5376339,1
0,147.99986,19.000027,1.0,1.0772098,1.0772098,0.01,1.4461855,1.4461856,2.5973454,-1.2098179,1
0,148.99948,160.00021,1.6012192,1.1689992,1.1689992,0.01,1.2236571,1.2236568,2.1674821,-1.7489254,1
0,148.99977,246.99988,1.0792465,1.226297,1.226297,0.01,1.6770267,1.6770267,2.5572696,-1.2415605,1
0,148.99986,94.99987,1.0,1.1702117,1.1702117,0.01,1.6332356,1.6332363,1.990292,-1.1857667,1
0,150.00005,59.999546,1.5724182,1.1521531,1.1521531,0.01,1.2099817,1.2099812,3.165227,-1.7294328,1
0,150.99976,304.00027,1.3375015,1.2098386,1.2098386,0.01,1.4382347,1.4382348,2.4130428,-1.4857466,1
0,150.99988,107.99987,1.0,1.0086051,1.0086051,0.01,1.3236921,1.3236924,2.6488743,-1.2237993,1
0,150.9999,149.99971,1.0421371,1.1556653,1.1556653,0.01,1.5614113,1.5614116,3.0072668,-1.2294928,1
0,150.99995,191.99991,1.0,1.1457059,1.1457059,0.01,1.5814297,1.5814297,2.7547944,-1.192637,1
0,150.99998,207.0003,1.0,1.1442114,1.1442114,0.01,1.5783304,1.5783306,2.5419295,-1.1930442,1
0,151.00002,74.999985,1.0,1.1263973,1.1263973,0.01,1.5419096,1.5419097,1.5501467,-1.1977898,1
0,151.00008,339.00027,1.0,1.1864433,1.1864433,0.01,1.668593,1.668593,2.442771,-1.1810212,1
0,151.0001,84.000015,1.0,1.0122311,1.0122311,0.01,1.3298672,1.3298674,2.311979,-1.2231444,1
0,151.00012,50.999992,1.0,1.0629271,1.0629271,0.01,1.419665,1.4196653,2.400749,-1.2130027,1
0,151.0003,269.99985,1.2520218,1.1598978,1.1598978,0.01,1.4020318,1.4020319,3.7786472,-1.4252757,1
0,151.99986,283.99997,1.0,1.0591257,1.0591257,0.01,1.4126996,1.4126996,2.6326752,-1.2138264,1
0,152.00002,137.9998,1.0,1.0609543,1.0609543,0.01,1.4160455,1.4160455,2.7556722,-1.2134314,1
0,152.00002,314.0001,1.0,1.0881604,1.0881604,0.01,1.4668992,1.4668994,2.842045,-1.2072806,1
0,152.00005,181.00005,1.0,1.1372052,1.1372052,0.01,1.563892,1.563892,2.8751035,-1.1949344,1
0,152.00012,27.999989,1.0,1.0787287,1.0787287,0.01,1.4490384,1.4490385,2.5185742,-1.2094709,1
0,152.00024,128.00018,1.0753555,1.0762463,1.0762463,0.01,1.3805571,1.3805572,2.659276,-1.2823813,1
0,152.00026,226.00002,1.0,1.0928292,1.0928292,0.01,1.475833,1.4758327,2.9777336,-1.206174,1
0,152.00029,41.000134,1.182251,1.1962386,1.1962386,0.01,1.5232283,1.523228,2.4990523,-1.3472296,1
0,152.00034,261.00003,1.0488892,1.1261852,1.1261852,0.01,1.4962056,1.496206,2.5869255,-1.2441844,1
0,152.9999,235.99986,1.0,1.1014383,1.1014383,0.01,1.4924685,1.4924682,3.064945,-1.2040949,1
0,155.99983,216.00009,1.0,1.1880362,1.1880362,0.01,1.6721087,1.6721085,2.2061758,-1.1805474,1
0,158.00014,326.0003,1.0,1.1694409,1.1694409,0.01,1.6315775,1.6315773,2.3893583,-1.1859883,1
0,159.00009,18.000095,1.0,1.1386609,1.1386609,0.01,1.5668797,1.5668797,1.8301992,-1.1945442,1
0,159.99992,258.9999,1.0,1.0887247,1.0887247,0.01,1.4679761,1.4679755,2.5813468,-1.2071477,1
0,160.0,212.99968,1.6924667,1.2833459,1.2833459,0.01,1.3768842,1.3768839,2.0905845,-1.7729172,1
0,160.00002,29.000124,1.0,0.87861556,0.87861556,0.01,1.1211246,1.1211252,2.6039245,-1.2411481,1
0,160.00014,83.00017,1.0,1.1734045,1.1734045,0.01,1.6401242,1.6401243,2.0365307,-1.1848453,1
0,160.99983,181.99974,1.3061829,1.217485,1.217485,0.01,1.4738778,1.4738778,2.3692904,-1.4536966,1
0,161.00005,152.00026,1.007637,1.1867793,1.1867793,0.01,1.6613781,1.6613783,2.4760056,-1.1880308,1
0,161.00008,95.999985,1.0,1.04336,1.04336,0.01,1.3842214,1.384221,2.3018246,-1.2171339,1
0,161.00009,335.9998,1.0,1.1137117,1.1137117,0.01,1.5165532,1.516553,2.6904716,-1.2010454,1
0,161.00012,74.000046,1.0,1.124448,1.124448,0.01,1.5379826,1.5379826,2.1321347,-1.1982968,1
0,161.00012,271.99997,1.0,1.1908646,1.1908646,0.01,1.6783704,1.6783708,0.9890155,-1.1797025,1
0,161.99991,226.00018,1.0,1.1808537,1.1808537,0.01,1.6563219,1.6563219,2.2813623,-1.1826724,1
0,162.00003,39.99986,1.0660934,0.82333624,0.82333624,0.01,1.0041203,1.0041205,4.773543,-1.3109951,1
0,162.00006,160.99988,1.0,1.1125745,1.1125745,0.01,1.5143027,1.5143028,1.8116647,-1.2013321,1
0,162.00015,315.99988,1.0,1.0571048,1.0571048,0.01,1.4090127,1.4090124,3.006736,-1.2142601,1
0,162.00018,136.99985,1.021164,1.1082608,1.1082608,0.01,1.4862192,1.4862189,2.5981069,-1.2225689,1
0,162.0002,50.000286,1.202591,1.1215935,1.1215935,0.01,1.3668422,1.3668418,2.1928182,-1.3913007,1
0,162.99977,237.99983,1.0774078,1.1256788,1.1256788,0.01,1.4704869,1.4704864,2.7270944,-1.2713578,1
0,162.99982,304.00027,1.1589127,1.227895,1.227895,0.01,1.6079627,1.6079626,1.8633246,-1.3141637,1
0,162.99988,60.999947,1.0,1.1147875,1.1147875,0.01,1.5186847,1.5186849,2.42552,-1.2007734,1
0,162.99991,114.99991,1.0,1.1371194,1.1371194,0.01,1.5637159,1.5637159,1.7207005,-1.1949574,1
0,162.99995,248.00018,1.0,1.018168,1.018168,0.01,1.3400464,1.3400463,2.7888844,-1.2220517,1
0,163.00012,292.00012,1.0,1.057954,1.057954,0.01,1.4105605,1.4105606,2.1606355,-1.2140782,1
0,163.00015,173.00008,1.0,1.1179703,1.1179703,0.01,1.5250126,1.5250129,2.2048023,-1.199964,1
0,163.99982,193.99979,1.0,1.1527389,1.1527389,0.01,1.5961069,1.5961068,2.8824499,-1.1907024,1
0,163.99992,280.99988,1.0,1.0395764,1.0395764,0.01,1.3774836,1.3774841,1.9491761,-1.2179015,1
0,163.99994,127.99971,1.0782013,1.1825231,1.1825231,0.01,1.5836613,1.5836614,2.7278407,-1.2550789,1
0,165.99977,202.00009,1.0,1.1458081,1.1458081,0.01,1.5816419,1.5816416,2.387734,-1.1926091,1
0,170.99971,326.00037,1.4613113,1.1937381,1.1937381,0.01,1.334866,1.3348659,2.5493672,-1.607324,1
0,171.0002,293.99957,1.4982452,1.1994653,1.1994653,0.01,1.3250027,1.3250027,3.1024308,-1.6390327,1
0,171.00027,284.0003,1.454071,1.2353299,1.2353299,0.01,1.4143294,1.4143292,2.5156167,-1.5817212,1
0,171.00043,151.00024,1.4552765,1.201433,1.201433,0.01,1.3517992,1.3517992,2.2053487,-1.5983235,1
0,171.99985,106.99992,1.0,1.1653397,1.1653397,0.01,1.6227869,1.6227865,2.1320648,-1.1871613,1
0,171.99988,315.0,1.0,1.0606349,1.0606349,0.01,1.4154601,1.4154603,2.2486553,-1.2135006,1
0,171.9999,217.00009,1.0,1.1530586,1.1530586,0.01,1.5967774,1.5967782,2.6827126,-1.1906137,1
0,171.99991,70.999756,1.0,1.1497974,1.1497974,0.01,1.5899495,1.5899497,1.5250542,-1.1915152,1
0,171.99994,53.000057,1.0,1.087407,1.087407,0.01,1.4654635,1.4654633,2.1884375,-1.2074578,1
0,172.00002,249.00009,1.0,1.0315846,1.0315846,0.01,1.3633732,1.363373,2.5091586,-1.2194891,1
0,172.00008,271.99985,1.0,1.1552135,1.1552135,0.01,1.601307,1.6013072,2.3604789,-1.1900146,1
0,172.00027,161.00005,1.3817062,1.2297381,1.2297381,0.01,1.4477564,1.4477566,2.8775759,-1.5179286,1
0,172.99954,173.00026,1.8356705,1.2300731,1.2300731,0.01,1.2233572,1.2233568,2.7156384,-1.934314,1
0,172.99977,336.00006,1.0,1.0985389,1.0985389,0.01,1.486842,1.4868419,2.7800386,-1.2048007,1
0,172.99994,125.999825,1.0,1.172951,1.172951,0.01,1.6391441,1.6391441,2.5536869,-1.1849766,1
0,173.00009,117.99988,1.0,1.1893094,1.1893094,0.01,1.674924,1.6749243,2.6877122,-1.1801677,1
0,173.99986,182.99998,1.0,0.99731654,0.99731654,0.01,1.3046707,1.3046703,2.655755,-1.2257775,1
0,173.99994,85.0001,1.0,1.0992482,1.0992482,0.01,1.4882159,1.4882164,2.1002836,-1.2046286,1
0,174.00002,304.00018,1.0,1.0434273,1.0434273,0.01,1.3843415,1.3843422,2.655621,-1.2171202,1
0,174.00008,229.00009,1.0,1.0276865,1.0276865,0.01,1.3565491,1.3565489,2.3537257,-1.220247,1
0,174.00026,96.000275,1.4051132,1.2128377,1.2128377,0.01,1.401525,1.401525,2.8510463,-1.5469058,1
0,174.00027,28.999811,1.14991,1.1275176,1.1275176,0.01,1.4158539,1.415854,2.3298814,-1.3395364,1
0,174.00027,40.0,1.0,1.1064821,1.1064821,0.01,1.5023131,1.5023131,2.4104125,-1.2028538,1
0,174.00027,193.00021,1.2079926,1.2102004,1.2102004,0.01,1.5311563,1.5311561,2.631919,-1.3659551,1
0,174.00032,17.999844,1.5531998,1.204227,1.204227,0.01,1.3049678,1.3049678,2.9482841,-1.687722,1
0,174.99988,62.00012,1.0,1.0887132,1.0887132,0.01,1.4679534,1.4679537,2.380523,-1.2071503,1
0,175.00002,258.9999,1.0,1.1110624,1.1110624,0.01,1.5113171,1.5113174,2.5952501,-1.201712,1
0,175.00024,207.00023,1.1547012,1.2017728,1.2017728,0.01,1.5568491,1.5568491,2.223481,-1.3197187,1
0,175.99982,143.0003,1.2919846,1.2145448,1.2145448,0.01,1.477963,1.4779629,2.094763,-1.4418014,1
0,176.00049,235.99983,1.489624,1.2136557,1.2136557,0.01,1.3546661,1.3546661,2.460847,-1.6245288,1
0,182.00003,225.99986,1.0,0.9852823,0.9852823,0.01,1.2847222,1.2847223,2.7990155,-1.2277853,1
0,182.00018,116.99997,1.0,1.1262534,1.1262534,0.01,1.5416194,1.5416195,2.8828096,-1.1978272,1
0,182.99974,149.99986,1.0,1.1258243,1.1258243,0.01,1.5407543,1.5407547,2.840242,-1.197939,1
0,182.99974,335.99994,1.0804214,1.2160882,1.2160882,0.01,1.6533682,1.6533682,2.5207126,-1.246122,1
0,182.99985,185.00008,1.0,1.083226,1.083226,0.01,1.4575242,1.4575238,2.5667243,-1.2084341,1
0,182.99986,215.99988,1.0,0.97464335,0.97464335,0.01,1.2673622,1.2673626,2.612091,-1.2294737,1
0,182.99991,17.000141,1.0,1.1078354,1.1078354,0.01,1.504967,1.5049676,2.624486,-1.2025179,1
0,182.99992,259.00006,1.0,1.052611,1.052611,0.01,1.4008526,1.4008523,3.2306595,-1.2152144,1
0,183.0,85.00017,1.0,1.1266611,1.1266611,0.01,1.5424424,1.5424423,2.562849,-1.1977209,1
0,183.00002,62.999878,1.0,1.0661819,1.0661819,0.01,1.4256599,1.4256599,2.3982813,-1.2122895,1
0,183.00005,171.0001,1.0,0.98874766,0.98874766,0.01,1.290432,1.2904321,3.0491376,-1.2272178,1
0,183.99977,103.99968,1.3029785,1.1793792,1.1793792,0.01,1.4038106,1.4038105,2.48427,-1.4658158,1
0,183.99992,316.99994,1.0,1.1284374,1.1284374,0.01,1.5460323,1.5460327,2.3396032,-1.1972564,1
0,184.00002,40.999786,1.0,1.1248482,1.1248482,0.01,1.5387877,1.5387878,2.496604,-1.1981928,1
0,184.00009,324.99966,1.1987076,1.1583673,1.1583673,0.01,1.4369739,1.4369742,2.4948246,-1.3757453,1
0,184.00015,31.000233,1.0847702,1.1874392,1.1874392,0.01,1.5879521,1.5879518,1.9284543,-1.2596229,1
0,184.00017,248.99985,1.0513916,1.1598021,1.1598021,0.01,1.5612885,1.5612886,2.717378,-1.2369721,1
0,184.00037,140.00018,1.2203064,1.1468793,1.1468793,0.01,1.4001179,1.4001176,2.3877838,-1.3999146,1
0,184.00041,93.999855,1.2433014,1.1705996,1.1705996,0.01,1.4279304,1.4279301,2.5967617,-1.4133012,1
0,184.99979,295.0002,1.1926727,1.1316582,1.1316582,0.01,1.3919415,1.3919412,2.7772746,-1.3787564,1
0,184.99983,206.00015,1.0827484,1.1589435,1.1589435,0.01,1.5312666,1.5312665,2.096967,-1.266669,1
0,184.99985,52.000267,1.0,1.1594822,1.1594822,0.01,1.6103228,1.6103227,2.293339,-1.1888193,1
0,185.0,305.9999,1.0,0.8008877,0.8008877,0.01,1.0135081,1.0135081,2.7819014,-1.246405,1
0,185.00002,127.9999,1.0,1.1260556,1.1260556,0.01,1.5412208,1.5412208,2.4166532,-1.1978788,1
0,185.00014,237.00009,1.0,1.1080322,1.1080322,0.01,1.5053537,1.5053538,2.474431,-1.2024689,1
0,185.00014,268.99994,1.0,1.0295136,1.0295136,0.01,1.3597428,1.3597429,2.711214,-1.2198931,1
0,185.00044,282.99988,1.2860947,1.1637218,1.1637218,0.01,1.3862118,1.3862118,2.6075728,-1.4558697,1
0,185.99992,160.99982,1.0,0.9040894,0.9040894,0.01,1.1582464,1.1582464,2.7194715,-1.2386552,1
0,186.00002,195.99995,1.0,1.038084,1.038084,0.01,1.3748362,1.3748361,2.8175967,-1.2182014,1
